INCIDENT_NUMBER,INCIDENT_TYPE,INCIDENT_DATE,INCIDENT_LOCATION,CITY,STATE,ZIP,REPORTING_DISTRICT,GEO_LOCATION,PERSON_AGE,PERSON_RACE,MENTAL_HEALTH_CONCERNS,CRIMINAL_HISTORY,WOUNDED,DECEASED,ON_PROBATION,ON_PAROLE,UNDER_THE_INFLUENCE,SUBSTANCE_NAME,#_INVOLVED_DEPUTIES,WEAPON_INVOLVED_CATEGORY,WEAPON_INVOLVED_CAT_DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000649,HIT SHOOTING INCIDENT,7/29/15 23:40,12000 ROSE HEDGE DRIVE,PICO RIVERA,CA,90606,1577,"12000 ROSE HEDGE DRIVE
PICO RIVERA, CA 90606
(33.971424, -118.053384)",47,HISPANIC,N,N,N,Y,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.971424,-118.053384
1000454,HIT SHOOTING INCIDENT,8/28/13 17:49,2000 PIRU STREET,COMPTON,CA,90220,2137,"2000 PIRU STREET
COMPTON, CA 90220
(33.908389, -118.236121)",18,HISPANIC,N,N,N,Y,N,N,Y,CNS STIMULANT,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.908389,-118.236121
1000354,HIT SHOOTING INCIDENT,6/22/11 4:30,1300 MATEO STREET,LOS ANGELES,CA,90021,2199,"1300 MATEO STREET
LOS ANGELES, CA 90021
(34.028682, -118.232214)",43,UNKNOWN,N,N,Y,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.028682,-118.232214
1000804,NON-HIT SHOOTING INCIDENT,6/23/16 22:49,16600 LISA AVENUE,BELLFLOWER,CA,90707,1334,"16600 LISA AVENUE
BELLFLOWER, CA 90707
(33.882937, -118.141291)",39,HISPANIC,N,Y,,,N,N,Y,CNS STIMULANT,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.882937,-118.141291
1000364,HIT SHOOTING INCIDENT,4/4/11 9:00,1300 92ND STREET AND ZAMORA AVENUE,LOS ANGELES,CA,90002,2176,"1300 92ND STREET AND ZAMORA AVENUE
LOS ANGELES, CA 90002
(33.95317990369353, -118.2515651408193)",31,BLACK,Y,Y,Y,N,Y,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.9531799,-118.2515651
1000522,HIT SHOOTING INCIDENT,4/10/15 3:31,8900 JUNIPER STREET,LOS ANGELES,CA,90002,2177,"8900 JUNIPER STREET
LOS ANGELES, CA 90002
(33.955608, -118.232838)",28,BLACK,Y,Y,Y,N,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.955608,-118.232838
1000309,NON-HIT SHOOTING INCIDENT,6/27/10 3:20,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",25,WHITE,N,Y,N,N,Y,Y,Y,ALCOHOL,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.637413,-117.664361
1000416,NON-HIT SHOOTING INCIDENT,8/31/12 23:33,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",27,BLACK,N,N,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.901986,-118.238676
1000451,HIT SHOOTING INCIDENT,7/24/13 23:38,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,2844,"1300 SOUTH LONG BEACH BLVD
COMPTON, CA 90221
(33.884753, -118.20588)",42,HISPANIC,N,Y,N,Y,Y,N,Y,ALCOHOL,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.884753,-118.20588
1000403,NON-HIT SHOOTING INCIDENT,5/25/12 4:50,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",27,HISPANIC,N,N,N,N,Y,N,N,,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.786534,-118.272592
1002015,HIT SHOOTING INCIDENT,10/6/20 23:15,1000 HARBOR UCLA MEDICAL CENTER WEST CARSON STREET,TORRANCE,CA,90502,8545,"1000 HARBOR UCLA MEDICAL CENTER WEST CARSON STREET
TORRANCE, CA 90502
(33.828084, -118.295051)",,H,,,Y,,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.828084,-118.295051
1000290,NON-HIT SHOOTING INCIDENT,2/10/10 21:45,1300 WEST 139TH STREET,COMPTON,CA,90222,2812,"1300 WEST 139TH STREET
COMPTON, CA 90222
(33.90574174912721, -118.25189214720194)",19,HISPANIC,N,N,Y,N,Y,N,Y,STIMULANT,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.90574175,-118.2518921
1001791,HIT SHOOTING INCIDENT,12/16/19 17:38,3600 4TH STREET,LOS ANGELES,CA,90063,277,"3600 4TH STREET
LOS ANGELES, CA 90063
(34.033182, -118.187465)",25,HISPANIC,N,Y,,Y,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.033182,-118.187465
1000483,HIT SHOOTING INCIDENT,4/7/14 21:29,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",28,WHITE,N,N,Y,N,N,N,N,,3,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",34.087659,-118.382901
1001327,NON-HIT SHOOTING INCIDENT,11/20/17 16:57,11900 168TH STREET,ARTESIA,CA,90701,1348,"11900 168TH STREET
ARTESIA, CA 90701
(33.878192, -118.076898)",20,HISPANIC,N,Y,,,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.878192,-118.076898
1000655,NON-HIT SHOOTING INCIDENT,11/24/15 13:40,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,535,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",28,HISPANIC,N,Y,,,Y,N,Y,CNS STIMULANT,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.04036,-118.082721
1000367,HIT SHOOTING INCIDENT,12/1/11 4:50,11400 PIONEER BLVD,NORWALK,CA,90650,451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",39,HISPANIC,N,Y,N,Y,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.928331,-118.081753
1001181,NON-HIT SHOOTING INCIDENT,7/22/17 2:11,10700 ATLANTIC AVENUE,LYNWOOD,CA,90262,2115,"10700 ATLANTIC AVENUE
LYNWOOD, CA 90262
(33.933753, -118.18251)",45,HISPANIC,N,Y,,,N,Y,Y,OPIATE,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.933753,-118.18251
